Employee_ID,Age,Gender,Marital_Status,Department,Job_Role,Job_Level,Monthly_Income,Hourly_Rate,Years_at_Company,Years_in_Current_Role,Years_Since_Last_Promotion,Work_Life_Balance,Job_Satisfaction,Performance_Rating,Training_Hours_Last_Year,Overtime,Project_Count,Average_Hours_Worked_Per_Week,Absenteeism,Work_Environment_Satisfaction,Relationship_with_Manager,Job_Involvement,Distance_From_Home,Number_of_Companies_Worked,Attrition
7868,35,Male,Single,Sales,Executive,1,10973,60,4,1,0,1,3,1,8,No,6,37,9,1,2,1,38,3,No
7869,48,Male,Married,Finance,Executive,1,19606,93,9,13,0,1,3,2,10,Yes,6,44,0,2,1,2,7,2,No
7870,28,Female,Single,Marketing,Analyst,5,19568,87,15,14,1,2,5,3,43,No,4,48,7,3,3,3,20,2,No
7871,52,Male,Divorced,IT,Analyst,5,19478,77,18,9,8,1,1,2,70,Yes,2,57,10,1,2,3,18,2,No
7872,48,Female,Married,Marketing,Executive,5,3683,17,17,7,0,2,3,4,31,Yes,2,40,5,1,1,1,11,4,No
7873,32,Male,Divorced,Marketing,Analyst,1,14572,45,26,13,2,1,1,4,20,No,4,43,17,1,3,2,1,3,No
7874,40,Female,Married,Finance,Executive,5,3975,21,23,13,7,2,5,3,70,Yes,5,41,4,1,3,2,15,3,Yes
7875,40,Female,Married,Finance,Manager,2,14411,30,11,11,0,1,5,1,92,Yes,2,43,7,4,1,3,21,4,No
7876,24,Female,Single,IT,Analyst,3,18678,29,1,2,3,3,5,3,87,Yes,8,34,14,1,3,3,11,1,No
7877,29,Male,Divorced,IT,Manager,3,14424,21,6,14,7,2,3,3,41,Yes,5,53,4,3,3,2,3,4,Yes
7878,25,Male,Single,IT,Analyst,2,3060,52,14,14,5,3,1,1,23,Yes,7,51,1,4,2,3,39,1,No
7879,32,Female,Married,Finance,Executive,3,18196,22,5,14,5,1,2,1,26,No,6,46,2,1,2,2,38,1,No
7880,20,Female,Single,Finance,Executive,1,9215,70,27,7,0,2,2,1,44,Yes,6,54,1,2,2,3,26,3,No
7881,39,Female,Married,Marketing,Executive,5,4460,94,24,4,6,1,3,1,5,No,3,37,4,2,4,4,11,2,Yes
7882,27,Female,Married,Finance,Executive,5,8325,15,3,3,0,2,4,1,6,Yes,3,46,17,4,4,3,34,3,Yes
7883,29,Female,Divorced,Sales,Executive,5,18693,33,19,4,2,4,4,1,90,Yes,2,42,1,3,1,4,41,1,Yes
7884,28,Female,Divorced,Sales,Executive,2,18665,92,1,5,0,3,5,1,9,No,1,40,3,3,1,2,3,1,No
7885,22,Male,Divorced,IT,Analyst,2,15841,33,4,9,7,4,1,3,2,Yes,7,51,13,1,4,4,42,4,No
7886,30,Male,Divorced,Finance,Analyst,1,9001,18,26,4,3,1,2,4,21,Yes,4,32,5,4,2,1,30,2,No
7887,31,Male,Single,Sales,Manager,2,6651,78,16,9,4,2,5,1,74,No,6,40,18,3,3,2,3,3,No
7888,29,Male,Divorced,Marketing,Assistant,5,11008,16,26,4,0,3,3,2,30,Yes,5,44,14,2,2,2,43,3,No
7889,44,Female,Divorced,HR,Analyst,1,12366,90,6,1,0,3,4,2,41,No,7,35,18,4,2,2,26,3,Yes
7890,44,Female,Divorced,Marketing,Analyst,1,13787,37,5,11,9,3,3,1,45,No,3,30,16,4,4,2,18,3,No
7891,30,Female,Married,HR,Assistant,5,15427,70,7,12,0,1,1,1,3,Yes,3,41,0,3,2,3,14,1,Yes
7892,55,Male,Married,Marketing,Assistant,4,9550,96,28,11,2,1,1,3,65,No,1,42,0,3,3,4,14,4,No
7893,58,Male,Divorced,Sales,Manager,5,3896,65,27,11,5,3,1,2,84,No,4,46,9,2,2,2,15,2,No
7894,45,Female,Married,Finance,Manager,1,7300,95,10,1,4,2,4,3,46,No,8,49,6,1,1,1,48,4,No
7895,33,Male,Married,HR,Executive,4,13534,45,1,4,9,1,4,1,51,No,8,58,9,2,4,3,22,4,No
7896,58,Male,Single,Finance,Manager,5,17917,72,19,4,6,1,5,2,35,No,7,30,7,3,2,2,5,2,No
7897,59,Female,Married,Finance,Manager,5,5718,50,27,10,0,1,3,4,87,No,7,47,8,4,1,2,32,3,No
7898,20,Female,Single,Sales,Assistant,4,11209,26,14,7,7,4,2,3,2,Yes,5,47,17,2,1,2,30,1,No
7899,23,Female,Married,IT,Analyst,4,10550,49,4,1,4,3,2,3,54,Yes,2,55,3,1,2,4,7,2,No
7900,49,Male,Divorced,IT,Executive,3,18930,94,15,12,5,2,2,3,45,No,1,58,17,1,4,4,8,4,No
7901,31,Female,Married,HR,Manager,4,9879,18,6,5,1,1,4,2,94,No,3,39,4,1,1,3,41,3,No
7902,54,Female,Married,Sales,Assistant,2,11733,42,20,10,8,2,5,3,73,Yes,6,40,13,2,1,3,47,1,No
7903,32,Female,Single,Finance,Executive,4,10675,47,23,8,2,1,1,4,73,No,9,45,13,3,3,3,32,2,No
7904,50,Male,Divorced,Marketing,Executive,1,19581,88,26,8,4,1,1,3,10,No,5,31,15,2,4,4,2,1,No
7905,57,Male,Single,Marketing,Assistant,4,8121,45,10,7,9,2,5,2,76,Yes,7,42,11,2,1,4,45,1,No
7906,42,Female,Divorced,HR,Manager,5,16075,92,15,4,7,2,4,1,83,No,9,44,4,4,1,2,6,3,No
7907,23,Female,Divorced,HR,Manager,2,19992,19,19,7,0,2,2,3,58,No,8,43,19,1,3,4,42,4,No
7908,35,Male,Single,HR,Manager,4,19848,24,8,1,3,3,3,1,62,No,3,39,17,1,2,2,35,2,No
7909,26,Male,Married,Sales,Manager,2,17308,39,13,6,4,2,4,2,98,No,7,47,1,1,2,3,49,3,No
7910,41,Female,Divorced,Marketing,Executive,3,18112,55,23,13,5,2,2,2,26,No,2,38,16,2,4,2,4,1,No
7911,48,Male,Married,Sales,Analyst,2,14592,31,19,7,2,2,1,3,62,No,6,49,13,2,3,3,20,2,No
7912,30,Female,Single,Sales,Executive,5,4817,75,16,12,3,2,5,3,66,Yes,1,41,7,1,2,1,27,3,No
7913,52,Female,Single,Finance,Executive,3,19624,98,25,3,2,2,5,2,86,Yes,4,48,15,3,1,1,3,2,No
7914,48,Male,Single,Sales,Assistant,4,8734,74,29,8,3,2,2,3,84,No,3,33,13,1,1,3,20,3,No
7915,58,Female,Single,Sales,Executive,2,18231,47,26,8,6,2,4,3,30,Yes,9,35,11,2,1,1,29,4,No
7916,31,Female,Divorced,Finance,Manager,3,19333,23,29,8,8,1,2,1,84,Yes,7,57,1,2,3,3,27,2,No
7917,26,Male,Single,IT,Assistant,4,10228,64,21,11,8,2,4,1,71,No,2,37,6,4,4,4,47,4,No
7918,58,Female,Married,Finance,Assistant,4,18421,45,18,5,4,2,1,4,27,No,5,57,18,2,3,1,47,4,No
7919,45,Male,Married,HR,Assistant,2,17076,19,9,13,5,4,5,2,21,Yes,7,59,17,2,4,4,1,1,No
7920,59,Female,Divorced,IT,Assistant,2,8571,60,24,7,8,2,4,4,89,No,8,55,7,3,4,2,31,4,No
7921,28,Female,Single,Marketing,Assistant,3,12374,18,15,5,3,4,1,3,71,No,4,33,2,1,1,2,46,2,No
7922,53,Male,Divorced,Sales,Manager,2,4940,45,8,13,6,2,3,3,94,No,5,47,2,1,1,3,3,4,No
7923,32,Male,Divorced,IT,Analyst,4,3412,18,17,8,2,2,2,4,2,Yes,6,31,10,3,3,4,37,4,No
7924,55,Male,Divorced,Marketing,Analyst,5,10606,32,4,9,8,1,4,1,54,Yes,8,45,3,3,3,1,17,3,No
7925,44,Male,Single,Finance,Assistant,3,16625,96,23,11,8,4,2,3,81,No,2,59,5,2,2,4,21,2,Yes
7926,43,Male,Married,Finance,Analyst,5,19172,48,22,4,9,3,2,1,75,No,8,49,9,3,4,2,22,4,Yes
7927,36,Male,Married,HR,Executive,5,14400,62,28,4,4,2,5,2,30,No,3,47,17,2,1,2,42,1,No
7928,21,Female,Divorced,HR,Analyst,4,17036,77,9,11,3,1,2,2,61,Yes,8,57,16,1,1,2,22,4,No
7929,32,Male,Divorced,IT,Executive,5,8569,28,8,7,9,3,3,2,98,No,5,54,9,1,1,1,41,3,No
7930,50,Female,Married,Sales,Manager,1,12601,47,9,7,9,4,5,2,44,Yes,5,46,3,2,2,2,14,2,No
7931,48,Male,Married,Finance,Assistant,3,17637,95,4,12,8,2,2,2,83,Yes,7,44,14,1,3,3,43,4,Yes
7932,47,Female,Single,IT,Executive,4,16061,56,8,14,4,1,3,3,17,Yes,6,57,15,2,4,1,31,2,No
7933,46,Female,Divorced,IT,Manager,2,19379,46,28,11,0,3,4,3,28,No,4,37,5,4,3,3,12,2,No
7934,34,Male,Single,IT,Manager,4,9791,57,22,8,1,3,1,3,81,No,2,48,14,4,4,4,5,4,No
7935,50,Female,Married,HR,Assistant,2,10199,71,25,7,9,3,3,4,73,No,3,31,5,1,4,4,48,2,No
7936,59,Female,Married,Finance,Analyst,4,5554,29,26,7,6,3,4,1,68,Yes,1,41,6,4,1,2,41,1,No
7937,34,Female,Married,HR,Manager,1,3612,64,17,6,2,3,4,3,33,Yes,2,47,14,3,4,1,23,3,No
7938,52,Male,Married,HR,Analyst,3,11268,85,6,6,0,1,4,1,96,Yes,1,41,2,2,3,2,24,2,No
7939,39,Male,Single,IT,Analyst,5,13946,77,26,10,8,2,1,3,82,Yes,8,56,15,2,4,4,9,1,No
7940,31,Female,Married,Marketing,Analyst,4,14464,84,10,3,3,4,2,4,49,No,1,52,13,1,3,2,7,2,No
7941,56,Male,Divorced,Marketing,Executive,3,15355,23,2,4,2,3,2,2,46,Yes,1,52,8,2,3,3,7,4,No
7942,28,Male,Married,Marketing,Analyst,3,4051,27,12,10,4,1,2,1,77,No,5,55,8,1,1,4,18,3,No
7943,42,Female,Divorced,IT,Analyst,3,5983,32,19,4,0,2,3,1,63,No,2,34,15,2,1,1,21,1,Yes
7944,27,Female,Married,Sales,Manager,3,13296,49,25,9,0,1,1,4,89,No,6,37,10,2,2,3,37,3,No
7945,51,Male,Single,Finance,Assistant,3,4226,15,5,6,0,4,5,4,69,No,9,30,11,1,4,3,1,2,Yes
7946,33,Male,Divorced,IT,Executive,5,6154,50,16,12,6,1,1,3,38,No,2,50,18,2,3,3,39,1,No
7947,46,Male,Single,IT,Analyst,5,4274,94,5,10,6,3,5,3,85,Yes,8,57,11,4,4,3,46,3,No
7948,44,Female,Married,HR,Assistant,4,15726,96,1,3,8,2,4,1,3,No,3,36,8,1,4,2,2,3,No
7949,32,Male,Single,Marketing,Analyst,2,9557,81,10,12,4,1,2,3,97,No,3,56,19,1,1,1,24,1,Yes
7950,40,Male,Married,IT,Analyst,4,15132,60,28,11,1,2,5,4,47,No,8,40,2,1,2,3,14,2,Yes
7951,50,Male,Single,Sales,Manager,3,13668,51,28,4,8,3,2,1,63,Yes,3,41,2,1,3,2,49,3,No
7952,56,Female,Single,Finance,Assistant,2,7161,86,2,13,3,4,1,4,67,Yes,3,39,1,3,4,2,39,4,Yes
7953,24,Female,Divorced,Sales,Manager,4,4075,96,16,6,4,4,2,4,56,No,2,32,16,1,1,1,3,2,No
7954,32,Female,Married,IT,Manager,2,18046,43,9,12,0,2,2,1,1,No,2,52,4,3,4,1,21,4,No
7955,47,Male,Single,IT,Analyst,5,10330,58,7,6,1,3,3,4,86,No,6,54,15,2,2,3,34,4,No
7956,44,Male,Married,HR,Analyst,3,8360,82,13,13,7,4,5,2,83,Yes,5,59,14,2,3,3,42,2,No
7957,54,Female,Divorced,Sales,Analyst,2,3389,90,4,12,1,1,3,3,26,Yes,6,58,17,2,2,2,35,1,No
7958,58,Male,Single,HR,Assistant,1,14148,91,7,12,7,2,1,2,12,Yes,7,30,8,4,1,4,20,3,No
7959,26,Male,Married,Sales,Assistant,3,14756,28,10,5,0,2,4,3,98,Yes,4,35,5,3,4,1,38,2,No
7960,57,Male,Single,Marketing,Assistant,5,7077,92,12,14,8,3,4,1,18,Yes,7,56,6,2,3,1,9,1,No
7961,51,Female,Single,Marketing,Assistant,5,13760,65,2,14,8,3,2,1,20,Yes,7,37,14,4,4,2,48,4,No
7962,22,Male,Single,Sales,Analyst,4,11250,88,28,1,8,4,4,2,72,Yes,3,52,0,1,1,4,15,3,No
7963,58,Male,Single,HR,Analyst,1,18988,23,5,11,5,2,3,4,10,No,2,37,0,3,4,3,31,1,Yes
7964,56,Female,Divorced,Marketing,Manager,2,9941,95,28,10,1,1,2,4,34,No,3,55,3,1,3,1,41,1,No
7965,41,Male,Divorced,IT,Analyst,4,7581,83,25,6,0,1,2,4,73,No,5,50,16,2,1,2,9,4,No
7966,27,Female,Married,Finance,Assistant,5,17123,48,15,14,5,1,5,3,40,No,5,48,4,4,3,4,13,4,No
7967,36,Male,Married,HR,Executive,2,4039,79,11,4,3,1,2,3,58,No,2,36,14,2,3,1,38,3,No
7968,46,Female,Single,Sales,Analyst,5,10665,41,2,8,7,3,4,2,5,No,7,48,17,3,3,4,32,4,No
7969,52,Female,Single,Finance,Assistant,5,11312,54,15,10,7,4,5,1,20,Yes,2,52,12,4,4,4,20,2,No
7970,36,Male,Single,Finance,Manager,1,18573,22,19,1,1,3,3,2,13,Yes,8,49,19,2,2,4,21,4,No
7971,31,Male,Divorced,IT,Analyst,3,6813,20,5,12,1,1,4,2,42,Yes,8,38,1,2,3,1,19,2,No
7972,46,Female,Single,HR,Executive,2,18540,67,16,13,3,1,4,1,49,Yes,9,34,3,4,3,2,27,2,Yes
7973,27,Male,Married,Finance,Assistant,1,11936,19,21,5,8,4,4,4,38,No,1,59,14,4,3,1,11,1,No
7974,42,Female,Single,HR,Analyst,5,7481,68,8,4,5,2,3,2,44,No,4,31,17,3,4,3,15,3,No
7975,48,Male,Divorced,IT,Assistant,5,17658,32,7,5,6,3,5,3,75,No,3,33,16,3,4,4,8,4,No
7976,39,Male,Single,Sales,Executive,1,18913,85,3,9,2,4,5,3,97,No,2,39,6,1,1,2,9,1,Yes
7977,35,Male,Divorced,Finance,Executive,2,7543,50,21,7,6,1,4,2,38,Yes,2,30,17,4,4,4,39,3,No
7978,36,Male,Divorced,Finance,Manager,5,14143,68,8,3,2,1,2,1,50,No,5,51,5,2,2,2,37,1,No
7979,35,Female,Divorced,Finance,Executive,2,17590,48,5,3,1,2,2,4,61,Yes,7,46,12,3,1,1,20,2,No
7980,38,Female,Divorced,HR,Analyst,1,10003,46,14,7,1,4,4,3,9,No,7,58,15,2,1,3,49,4,Yes
7981,27,Male,Married,Finance,Executive,5,7960,65,2,1,8,4,2,3,73,No,1,34,13,4,2,2,10,1,No
7982,57,Male,Divorced,HR,Analyst,4,10867,17,10,13,6,1,3,2,37,No,8,52,5,1,4,2,19,3,Yes
7983,57,Male,Married,Marketing,Analyst,4,18859,79,18,8,4,2,5,4,88,No,6,55,14,3,2,4,10,4,No
7984,48,Male,Married,Marketing,Assistant,5,10043,99,17,3,2,3,3,1,11,Yes,8,34,9,3,4,4,22,1,No
7985,55,Male,Single,HR,Analyst,3,4775,27,6,13,7,1,4,3,64,No,4,34,9,2,1,1,48,2,No
7986,45,Female,Single,Marketing,Analyst,5,4908,22,17,8,1,1,2,4,89,No,6,43,2,4,1,4,25,1,No
7987,50,Female,Divorced,IT,Manager,5,19971,58,24,8,2,2,4,1,35,Yes,1,49,8,2,2,4,24,3,No
7988,31,Male,Single,IT,Assistant,5,9145,44,17,13,4,2,3,3,12,Yes,4,35,14,3,4,2,26,3,No
7989,36,Female,Divorced,Marketing,Analyst,1,19766,22,24,2,0,4,5,1,18,No,6,38,17,3,1,4,15,1,No
7990,34,Female,Single,Sales,Manager,5,11881,72,22,14,5,1,1,3,55,Yes,7,43,7,4,1,1,31,3,No
7991,28,Male,Divorced,HR,Assistant,5,8231,22,25,3,1,3,4,2,30,No,5,48,7,1,3,3,35,1,No
7992,58,Female,Single,Marketing,Executive,1,9004,75,19,13,6,1,4,1,92,No,3,39,2,3,2,1,7,4,No
7993,31,Female,Single,HR,Analyst,5,11395,93,16,10,6,2,4,1,26,Yes,9,45,9,4,2,1,27,1,No
7994,51,Female,Married,Marketing,Executive,4,15273,67,23,1,0,3,4,3,82,Yes,8,31,7,3,2,3,5,1,No
7995,44,Female,Single,IT,Assistant,4,17061,85,2,6,3,1,5,4,52,Yes,1,58,6,2,4,1,13,3,No
7996,58,Male,Single,Sales,Assistant,5,7121,90,5,3,0,4,5,1,11,No,2,33,5,3,3,1,4,3,Yes
7997,37,Female,Divorced,HR,Manager,1,4876,50,12,9,9,3,3,1,59,No,2,32,6,2,3,2,42,2,Yes
7998,34,Female,Married,Sales,Analyst,5,9251,88,1,1,6,2,1,3,87,Yes,9,41,18,3,1,1,29,1,No
7999,51,Female,Divorced,IT,Analyst,5,4700,76,5,14,4,4,4,4,20,No,6,39,13,3,4,1,11,1,No
8000,25,Male,Single,Finance,Manager,2,4590,33,8,8,7,4,3,2,23,Yes,9,34,17,3,3,1,29,3,No
8001,54,Female,Divorced,Finance,Executive,3,5064,32,10,14,0,4,5,4,61,No,8,46,0,4,2,3,8,4,No
8002,53,Female,Married,HR,Assistant,1,12679,58,3,7,9,2,2,2,21,No,6,52,14,1,3,3,49,3,No
8003,57,Female,Divorced,IT,Manager,3,5345,34,6,12,3,2,5,2,30,No,6,57,19,1,2,2,43,4,No
8004,24,Male,Single,HR,Assistant,2,5640,16,13,7,8,1,5,4,82,No,6,56,7,1,4,1,34,1,No
8005,37,Male,Divorced,HR,Executive,3,4050,44,20,11,9,4,2,4,12,Yes,5,36,11,1,4,2,18,3,No
8006,35,Male,Single,HR,Executive,5,15470,65,8,8,0,3,2,3,97,No,1,31,0,3,4,4,26,3,No
8007,27,Male,Married,Sales,Executive,4,9592,58,29,9,2,3,3,4,41,No,6,33,9,1,4,4,49,3,No
8008,44,Male,Married,Marketing,Analyst,1,17236,61,18,8,1,4,1,2,33,Yes,1,56,16,2,1,3,18,2,No
8009,51,Female,Divorced,IT,Assistant,1,16767,57,5,6,8,2,1,1,90,No,8,39,19,4,1,4,45,3,No
8010,45,Male,Married,Sales,Assistant,5,9731,25,6,1,9,1,5,1,33,No,7,53,3,1,2,3,43,1,Yes
8011,41,Female,Divorced,Marketing,Manager,3,15707,56,27,1,4,2,2,4,26,Yes,4,48,1,3,1,4,24,1,No
8012,50,Male,Single,HR,Assistant,1,9383,33,24,13,5,2,5,2,96,Yes,7,49,0,2,3,3,35,1,No
8013,29,Male,Divorced,Finance,Analyst,2,17847,17,2,11,7,4,1,1,67,Yes,7,58,13,4,3,1,33,4,No
8014,31,Male,Single,Sales,Manager,2,18649,18,25,7,8,4,1,4,91,No,7,57,16,3,1,1,18,4,No
8015,47,Female,Married,IT,Executive,3,7899,52,7,11,7,1,4,1,70,No,4,45,14,3,4,1,31,1,Yes
8016,25,Female,Single,IT,Assistant,2,7534,87,16,3,7,4,1,2,89,Yes,9,42,7,3,4,4,45,1,Yes
8017,39,Female,Single,Marketing,Analyst,4,3522,86,10,3,0,2,4,4,25,Yes,5,49,8,3,4,2,29,4,No
8018,24,Male,Single,Sales,Analyst,5,11762,48,29,11,9,3,5,3,49,No,2,48,12,3,3,3,1,2,Yes
8019,42,Male,Single,HR,Assistant,1,7208,65,20,9,0,4,3,2,20,No,7,48,15,4,3,4,17,4,No
8020,28,Male,Single,Marketing,Analyst,5,8125,45,10,10,7,1,1,4,16,Yes,5,41,0,3,2,1,35,2,No
8021,48,Male,Divorced,IT,Executive,3,6185,97,2,4,0,1,4,3,31,Yes,6,55,4,2,4,2,24,4,No
8022,35,Male,Single,Sales,Assistant,5,17700,51,8,3,4,2,3,4,26,Yes,7,37,17,2,4,4,3,2,No
8023,41,Male,Single,Finance,Assistant,1,12038,58,2,13,3,4,3,1,43,No,3,50,4,2,4,4,37,1,No
8024,27,Female,Single,HR,Assistant,1,18527,73,2,2,4,1,5,4,65,No,5,44,11,3,4,1,22,2,Yes
8025,39,Female,Single,IT,Manager,3,14089,32,13,5,7,2,2,2,89,No,6,51,9,1,4,2,21,3,No
8026,33,Male,Single,Sales,Executive,1,9195,39,25,9,9,2,3,1,91,No,2,37,17,2,1,4,16,3,No
8027,58,Female,Single,Finance,Analyst,2,13103,24,4,14,7,4,5,1,84,Yes,9,44,14,4,2,2,17,4,No
8028,56,Female,Married,IT,Assistant,5,19683,83,7,12,3,4,2,3,39,No,4,37,12,1,3,3,39,1,No
8029,53,Female,Divorced,Finance,Assistant,4,7958,93,26,8,7,4,3,1,34,Yes,1,52,1,4,2,3,2,3,No
8030,30,Male,Single,IT,Analyst,4,3083,39,14,8,9,2,5,3,89,No,8,38,19,1,1,1,33,3,No
8031,59,Male,Divorced,Marketing,Executive,4,10915,98,20,1,4,2,5,2,20,No,3,53,15,3,4,1,49,2,No
8032,52,Male,Married,Marketing,Analyst,3,4376,65,5,9,3,3,4,1,5,No,2,35,7,3,2,3,45,4,No
8033,50,Male,Married,Marketing,Analyst,4,14766,67,1,8,6,2,5,4,31,No,7,43,8,2,2,1,31,3,No
8034,53,Female,Single,Sales,Assistant,5,10826,24,26,14,2,1,3,3,65,Yes,1,55,15,4,2,2,43,4,No
8035,26,Male,Divorced,Marketing,Manager,1,16306,63,1,11,4,2,3,2,11,No,9,48,11,2,1,4,48,2,No
8036,42,Male,Single,Sales,Manager,2,16946,52,26,14,4,4,1,1,81,No,2,36,13,4,4,4,49,2,No
8037,26,Male,Married,HR,Manager,4,8010,60,26,14,4,2,3,2,13,No,4,32,7,4,3,3,12,4,No
8038,44,Female,Married,Marketing,Manager,4,6870,84,19,13,1,4,2,1,69,Yes,4,42,5,2,4,4,17,2,No
8039,22,Female,Divorced,Sales,Manager,4,15981,25,6,3,9,2,1,1,1,No,5,46,0,2,1,3,34,4,No
8040,57,Female,Single,IT,Assistant,2,4725,97,16,8,6,3,5,2,22,Yes,2,46,13,4,3,3,2,1,No
8041,39,Female,Divorced,Sales,Manager,5,16197,30,12,9,9,2,1,1,52,No,6,37,6,3,2,1,24,4,No
8042,53,Female,Divorced,Sales,Analyst,4,5810,46,1,12,6,2,2,4,15,No,4,52,14,3,3,4,33,4,No
8043,49,Male,Married,IT,Assistant,1,8561,16,28,2,7,1,1,2,17,Yes,7,44,0,4,2,1,15,2,No
8044,36,Female,Divorced,Sales,Analyst,3,5294,72,12,1,6,3,2,4,1,Yes,5,51,6,1,1,4,9,4,No
8045,29,Female,Married,IT,Manager,2,13504,99,20,1,0,4,5,4,65,No,6,58,10,1,3,3,12,2,No
8046,54,Male,Single,Finance,Executive,5,12784,52,25,1,8,1,1,1,44,Yes,6,54,17,4,1,1,37,2,No
8047,39,Male,Divorced,Marketing,Manager,1,11616,93,18,5,3,2,3,4,51,Yes,7,49,10,3,4,4,40,1,No
8048,37,Male,Divorced,HR,Assistant,2,7890,71,2,2,0,1,3,1,86,No,5,32,18,4,2,3,44,3,No
8049,46,Female,Single,Sales,Analyst,2,8177,91,18,4,9,4,2,1,55,No,4,51,12,2,3,3,5,3,Yes
8050,55,Male,Divorced,IT,Executive,3,8603,85,10,1,1,4,2,3,47,Yes,9,46,18,3,4,4,2,1,No
8051,42,Female,Single,Marketing,Executive,3,10353,73,10,2,7,1,2,1,65,No,6,57,11,3,4,2,45,4,No
8052,51,Male,Married,Sales,Executive,5,8618,71,23,7,7,3,5,1,51,No,7,45,1,4,2,2,28,2,No
8053,29,Female,Married,Marketing,Analyst,4,17928,81,23,9,8,4,2,4,9,Yes,8,35,5,2,1,2,21,4,No
8054,30,Female,Divorced,Finance,Assistant,3,4784,29,6,6,8,3,3,3,15,Yes,1,35,6,3,1,3,49,4,No
8055,57,Female,Married,Sales,Executive,5,5916,98,2,10,9,4,3,3,51,No,3,57,13,3,1,2,14,4,No
8056,25,Female,Married,IT,Analyst,2,6444,72,16,10,7,3,2,4,21,No,8,48,15,1,1,4,48,3,No
8057,53,Male,Single,Finance,Analyst,4,3514,17,5,13,3,4,4,1,62,Yes,8,52,19,1,2,1,1,2,No
8058,55,Male,Married,Sales,Manager,1,13831,72,29,5,9,1,2,1,15,No,8,58,6,1,4,4,22,2,No
8059,56,Female,Married,Marketing,Analyst,2,17739,41,6,10,6,3,4,4,58,No,3,46,14,1,3,3,4,3,No
8060,36,Male,Married,Finance,Assistant,5,8536,29,22,11,8,1,1,1,32,Yes,7,41,0,2,1,3,8,3,Yes
8061,59,Female,Single,IT,Assistant,1,10850,74,26,7,5,1,1,2,39,No,6,41,19,3,3,3,2,4,No
8062,59,Male,Divorced,Sales,Executive,2,11113,17,22,9,5,4,3,2,87,Yes,6,43,11,3,2,3,16,2,No
8063,31,Male,Single,Marketing,Analyst,3,7250,42,22,13,0,2,1,4,24,No,4,45,15,1,4,2,16,3,No
8064,40,Female,Divorced,Marketing,Analyst,5,7241,61,1,14,9,1,1,2,40,Yes,2,39,5,3,4,2,44,4,Yes
8065,59,Female,Divorced,Finance,Manager,1,14165,79,28,2,8,2,1,1,10,Yes,2,43,7,3,3,3,45,3,No
8066,38,Male,Married,Sales,Manager,3,16546,67,4,6,1,4,5,1,38,Yes,7,47,6,1,4,3,36,4,No
8067,22,Female,Married,Marketing,Analyst,1,8518,34,17,3,2,1,5,4,11,Yes,3,52,3,2,3,3,31,4,No
8068,37,Male,Single,Finance,Analyst,4,4931,25,13,10,4,2,2,4,5,Yes,3,41,4,3,3,3,49,2,No
8069,38,Male,Single,HR,Analyst,4,18792,39,12,12,4,3,4,2,3,No,6,42,1,2,2,4,46,2,No
8070,25,Male,Single,Marketing,Manager,5,3438,77,13,10,4,2,3,4,53,No,4,30,17,3,2,4,12,3,No
8071,35,Female,Married,Finance,Manager,1,3536,18,19,4,3,1,5,4,76,No,3,51,3,3,4,4,30,4,No
8072,27,Female,Divorced,HR,Assistant,4,13414,97,28,5,4,2,5,4,47,No,6,48,5,1,1,4,44,4,No
8073,37,Male,Single,Finance,Executive,2,8926,68,27,5,2,4,3,3,65,No,1,54,11,3,2,3,28,4,Yes
8074,58,Female,Divorced,Marketing,Executive,2,18356,74,16,10,0,2,5,4,74,No,1,58,16,1,1,2,26,1,No
8075,31,Female,Married,HR,Executive,4,17673,42,27,8,6,3,3,3,90,Yes,8,55,18,1,1,3,46,4,No
8076,29,Male,Married,Finance,Executive,4,5766,24,27,5,9,2,2,1,32,Yes,8,53,18,2,3,1,16,3,Yes
8077,26,Female,Married,Sales,Manager,5,11174,99,11,2,1,3,2,1,55,No,9,53,15,4,2,3,7,2,No
8078,20,Female,Married,HR,Manager,5,18543,50,18,14,7,2,1,1,46,Yes,3,33,10,4,4,3,13,2,No
8079,55,Male,Divorced,Finance,Analyst,2,18650,94,18,2,0,4,3,2,40,No,5,58,3,2,3,2,8,1,No
8080,40,Female,Divorced,Sales,Assistant,3,3301,47,22,12,5,4,3,2,87,Yes,6,31,18,4,2,1,27,4,No
8081,56,Male,Single,HR,Assistant,1,6650,73,1,1,0,2,2,2,85,Yes,3,55,18,1,2,4,31,3,No
8082,43,Female,Divorced,Finance,Executive,3,3246,59,4,2,7,1,5,1,22,Yes,8,53,3,3,2,4,8,2,No
8083,44,Female,Divorced,Marketing,Analyst,5,4358,65,9,1,1,1,3,3,35,Yes,3,54,14,3,1,2,15,2,No
8084,26,Male,Divorced,HR,Analyst,3,16717,60,3,3,7,3,3,2,64,Yes,9,45,5,3,4,1,29,2,No
8085,36,Male,Single,HR,Manager,5,14793,27,8,5,3,3,5,4,87,No,5,34,0,1,3,1,30,2,No
8086,48,Female,Divorced,Sales,Analyst,3,9761,18,9,3,2,1,2,3,76,No,7,46,3,4,4,3,11,2,No
8087,49,Male,Divorced,Finance,Assistant,2,7214,56,18,11,1,3,3,3,17,No,7,45,15,3,4,2,37,4,Yes
8088,26,Male,Divorced,Marketing,Assistant,5,12707,41,5,7,3,1,3,3,6,Yes,5,54,19,3,2,2,46,1,No
